customer_id,recency,frequency,monetary,R,F,M,rfm_score,segment
B179B1E0-5,612,2,88.36,1,3,2,6,At Risk
B179E939-3,10,4,205.72,4,4,3,11,Champions
B17A1F36-4,201,7,503.06,3,4,4,11,Champions
B17AD4FA-1,297,1,152.57,2,2,3,7,Potential Loyalist
B17B0DAA-5,448,1,36.75,1,2,1,4,Lost
B17B3FA3-F,14,30,2176.25,4,4,4,12,Champions
B17B4F7C-3,193,1,217.93,3,2,3,8,Potential Loyalist
B17C56DD-9,248,1,46.55,2,2,1,5,At Risk
B17C82B5-2,353,2,93.1,2,3,2,7,Potential Loyalist
B17C927B-0,385,2,92.28,2,3,2,7,Potential Loyalist
B17CA237-5,467,3,189.93,1,4,3,8,Potential Loyalist
B17CBB98-6,320,1,63.11,2,2,2,6,At Risk
B17CBF83-9,103,2,102.0,3,3,2,8,Potential Loyalist
B17CD9B1-A,136,4,259.12,3,4,4,11,Champions
B17DC09C-0,123,3,154.2,3,4,3,10,Loyal
B17DCFDC-D,350,3,125.56,2,4,3,9,Loyal
B17DEBE2-5,28,1,157.75,4,2,3,9,Loyal
B17E0598-5,26,2,98.36,4,3,2,9,Loyal
B17E77F7-6,221,2,88.2,2,3,2,7,Potential Loyalist
B17E89BF-6,190,1,39.2,3,2,1,6,At Risk
B17EB0A4-9,233,3,179.8,2,4,3,9,Loyal
B17ECBAD-7,46,7,387.87,4,4,4,12,Champions
B17EE472-C,263,2,105.30000000000001,2,3,2,7,Potential Loyalist
B17F511A-F,142,1,36.75,3,2,1,6,At Risk
B17F5377-D,42,3,251.69,4,4,4,12,Champions
B17FA03E-D,576,1,169.79,1,2,3,6,At Risk
B1801387-8,612,2,146.18,1,3,3,7,Potential Loyalist
B1803A3F-7,232,1,49.0,2,2,1,5,At Risk
B18064EC-C,335,2,95.55,2,3,2,7,Potential Loyalist
B180BD2C-C,495,1,49.0,1,2,1,4,Lost
B180D2DF-4,690,1,66.24,1,2,2,5,At Risk
B180DA8F-F,88,3,401.36,4,4,4,12,Champions
B1811BDB-2,44,2,90.65,4,3,2,9,Loyal
B1817817-0,147,4,237.20999999999998,3,4,4,11,Champions
B1817FD0-D,174,6,531.36,3,4,4,11,Champions
B181D90E-D,425,2,135.05,1,3,3,7,Potential Loyalist
B181DD53-2,73,3,177.31,4,4,3,11,Champions
B181F7D8-F,25,12,774.24,4,4,4,12,Champions
B182AA1D-2,110,1,44.1,3,2,1,6,At Risk
B18315AB-7,412,1,46.55,2,2,1,5,At Risk
B18321CD-4,81,4,252.03,4,4,4,12,Champions
B18394DA-6,277,2,123.1,2,3,2,7,Potential Loyalist
B183A46F-0,179,2,80.85,3,3,2,8,Potential Loyalist
B183B2ED-D,37,1,49.0,4,2,1,7,Potential Loyalist
B184793A-D,56,10,552.85,4,4,4,12,Champions
B1848E83-A,262,1,46.55,2,2,1,5,At Risk
B1849832-C,177,4,260.82,3,4,4,11,Champions
B1849CE9-8,221,4,202.85,2,4,3,9,Loyal
B184AA93-4,153,2,83.3,3,3,2,8,Potential Loyalist
B184F243-D,241,1,49.0,2,2,1,5,At Risk
B18507E6-E,40,1,137.32,4,2,3,9,Loyal
B18535AB-2,186,4,242.67000000000002,3,4,4,11,Champions
B1856B67-0,378,1,49.0,2,2,1,5,At Risk
B185791C-E,45,7,748.86,4,4,4,12,Champions
B1857FD1-3,132,3,330.36,3,4,4,11,Champions
B185EE86-4,229,1,141.2,2,2,3,7,Potential Loyalist
B1861CAA-C,23,18,1042.2,4,4,4,12,Champions
B1862D02-E,154,2,204.32,3,3,3,9,Loyal
B1868EF6-9,714,1,49.0,1,2,1,4,Lost
B186A67F-8,40,3,254.01999999999998,4,4,4,12,Champions
B1874D3D-E,464,1,199.91,1,2,3,6,At Risk
B18753E6-D,28,2,114.18,4,3,2,9,Loyal
B1877E4E-5,259,1,49.0,2,2,1,5,At Risk
B18786B5-8,301,1,89.64,2,2,2,6,At Risk
B187D890-C,375,1,49.0,2,2,1,5,At Risk
B187FE2B-6,374,1,44.1,2,2,1,5,At Risk
B1881BBA-4,24,11,696.88,4,4,4,12,Champions
B1888A77-8,12,3,161.91,4,4,3,11,Champions
B188CCA9-E,647,1,41.65,1,2,1,4,Lost
B1893CAF-B,19,10,608.28,4,4,4,12,Champions
B1893CFA-F,74,2,199.89,4,3,3,10,Loyal
B189727F-6,192,7,516.5799999999999,3,4,4,11,Champions
B189C096-7,483,2,216.35,1,3,3,7,Potential Loyalist
B18A09FC-0,481,1,65.99,1,2,2,5,At Risk
B18AB577-6,297,2,156.01,2,3,3,8,Potential Loyalist
B18AE8A9-C,34,1,45.03,4,2,1,7,Potential Loyalist
B18B087F-A,244,2,160.06,2,3,3,8,Potential Loyalist
B18B1B42-E,530,1,49.0,1,2,1,4,Lost
B18B46F1-2,457,4,327.84000000000003,1,4,4,9,Loyal
B18B5C0F-F,569,2,125.98,1,3,3,7,Potential Loyalist
B18B8305-C,553,1,51.76,1,2,1,4,Lost
B18B88F5-A,417,2,95.55,1,3,2,6,At Risk
B18BA466-A,650,1,160.36,1,2,3,6,At Risk
B18C1380-B,715,1,69.57,1,2,2,5,At Risk
B18C6F92-5,153,1,49.0,3,2,1,6,At Risk
B18C9BDC-1,243,3,184.14999999999998,2,4,3,9,Loyal
B18CA6D6-1,396,1,52.09,2,2,1,5,At Risk
B18D1693-0,46,18,1154.3899999999999,4,4,4,12,Champions
B18D3C5C-1,96,3,183.70999999999998,3,4,3,10,Loyal
B18D6950-2,81,2,294.48,4,3,4,11,Champions
B18D8E42-2,35,1,178.13,4,2,3,9,Loyal
B18D979E-0,694,1,49.0,1,2,1,4,Lost
B18DEB55-2,52,3,265.38,4,4,4,12,Champions
B18E416C-0,691,1,57.03,1,2,2,5,At Risk
B18EA9E8-0,607,1,39.2,1,2,1,4,Lost
B18EB443-6,151,3,266.95,3,4,4,11,Champions
B18ED1DD-E,405,1,49.0,2,2,1,5,At Risk
B18F0904-A,512,2,165.59,1,3,3,7,Potential Loyalist
B18F57C2-9,335,2,90.65,2,3,2,7,Potential Loyalist
B18FDDFA-C,7,2,262.61,4,3,4,11,Champions
B19027E3-9,198,1,54.94,3,2,2,7,Potential Loyalist
B1903475-0,95,3,170.63,3,4,3,10,Loyal
B1904F98-A,3,2,190.66,4,3,3,10,Loyal
B1905B77-A,118,4,238.74,3,4,4,11,Champions
B190724E-C,30,3,144.55,4,4,3,11,Champions
B1908CCA-F,48,21,1333.94,4,4,4,12,Champions
B1913557-9,292,3,136.26999999999998,2,4,3,9,Loyal
B19154FB-C,205,1,49.0,3,2,1,6,At Risk
B19180E9-3,139,1,36.75,3,2,1,6,At Risk
B19181B5-4,159,4,262.53999999999996,3,4,4,11,Champions
B191A141-8,24,4,292.12,4,4,4,12,Champions
B1920809-C,154,1,49.0,3,2,1,6,At Risk
B192A241-9,288,3,324.93,2,4,4,10,Loyal
B192E821-2,545,1,41.65,1,2,1,4,Lost
B1933072-1,92,1,74.78,4,2,2,8,Potential Loyalist
B1937B38-6,8,4,277.5,4,4,4,12,Champions
B19388C7-E,621,1,50.89,1,2,1,4,Lost
B193AFDA-A,573,1,68.53,1,2,2,5,At Risk
B193BFC7-7,143,3,343.57,3,4,4,11,Champions
B1942AC5-7,5,1,49.0,4,2,1,7,Potential Loyalist
B1942BC7-B,712,1,41.65,1,2,1,4,Lost
B1947AD5-5,111,3,168.15,3,4,3,10,Loyal
B1948361-7,53,2,175.26999999999998,4,3,3,10,Loyal
B1949AD4-A,389,3,398.11,2,4,4,10,Loyal
B1949DB0-2,332,3,202.18,2,4,3,9,Loyal
B194B5CD-A,24,12,766.5,4,4,4,12,Champions
B194FF27-B,401,2,152.72,2,3,3,8,Potential Loyalist
B1950CC3-B,514,2,88.2,1,3,2,6,At Risk
B1950E99-6,277,1,44.1,2,2,1,5,At Risk
B1955439-4,689,1,39.2,1,2,1,4,Lost
B195706B-C,626,1,54.94,1,2,2,5,At Risk
B195BCF6-4,83,2,85.75,4,3,2,9,Loyal
B195FA9F-3,393,3,144.55,2,4,3,9,Loyal
B196065B-E,136,1,118.4,3,2,2,7,Potential Loyalist
B196138E-C,20,2,102.62,4,3,2,9,Loyal
B1965ACF-7,90,14,959.52,4,4,4,12,Champions
B1966DD3-D,42,3,233.71,4,4,4,12,Champions
B196721B-8,35,1,108.58,4,2,2,8,Potential Loyalist
B19672CD-F,194,1,49.0,3,2,1,6,At Risk
B197603C-A,122,11,1020.9899999999999,3,4,4,11,Champions
B1978876-B,221,2,191.19,2,3,3,8,Potential Loyalist
B197B894-9,102,9,641.4200000000001,3,4,4,11,Champions
B197F9A7-7,589,2,154.37,1,3,3,7,Potential Loyalist
B1984330-B,108,6,358.06,3,4,4,11,Champions
B198C739-B,401,2,102.08,2,3,2,7,Potential Loyalist
B198DB8A-4,287,1,49.0,2,2,1,5,At Risk
B198EA71-D,106,3,139.65,3,4,3,10,Loyal
B1998D5E-9,204,3,186.42,3,4,3,10,Loyal
B19A14F7-D,648,1,43.36,1,2,1,4,Lost
B19A3B49-6,386,1,55.25,2,2,2,6,At Risk
B19A9CF0-8,124,5,393.25,3,4,4,11,Champions
B19ADBB8-E,82,1,179.1,4,2,3,9,Loyal
B19AFD63-E,531,1,68.38,1,2,2,5,At Risk
B19B5BD1-B,637,1,44.1,1,2,1,4,Lost
B19B6822-9,481,1,41.65,1,2,1,4,Lost
B19B79AC-D,174,3,191.89,3,4,3,10,Loyal
B19BA769-9,245,2,98.0,2,3,2,7,Potential Loyalist
B19BABB6-6,39,2,117.78,4,3,2,9,Loyal
B19BBFBB-C,171,1,56.66,3,2,2,7,Potential Loyalist
B19BED50-9,133,4,181.3,3,4,3,10,Loyal
B19C6E9D-C,237,2,206.20999999999998,2,3,3,8,Potential Loyalist
B19C835A-A,90,3,189.57,4,4,3,11,Champions
B19C91B9-4,605,1,104.43,1,2,2,5,At Risk
B19CF80D-2,10,8,546.26,4,4,4,12,Champions
B19D0C6B-5,157,3,147.0,3,4,3,10,Loyal
B19D247B-2,468,1,67.74,1,2,2,5,At Risk
B19D33EC-D,171,2,112.17,3,3,2,8,Potential Loyalist
B19D5309-2,160,2,153.07,3,3,3,9,Loyal
B19DA983-C,522,1,49.0,1,2,1,4,Lost
B19DD8AF-D,76,9,612.12,4,4,4,12,Champions
B19E390C-D,144,2,95.55,3,3,2,8,Potential Loyalist
B19ECEFA-8,50,5,392.23,4,4,4,12,Champions
B19F16AB-E,44,5,272.71000000000004,4,4,4,12,Champions
B19F408F-B,210,1,86.48,3,2,2,7,Potential Loyalist
B19F5566-7,93,4,376.1,3,4,4,11,Champions
B19F9628-2,660,1,77.38,1,2,2,5,At Risk
B1A04B9D-1,380,1,46.55,2,2,1,5,At Risk
B1A06A86-6,34,5,293.47,4,4,4,12,Champions
B1A0BB89-A,73,3,261.85,4,4,4,12,Champions
B1A14034-3,9,3,317.06,4,4,4,12,Champions
B1A17F06-B,264,3,134.65,2,4,3,9,Loyal
B1A17F14-7,385,5,349.03,2,4,4,10,Loyal
B1A1E261-6,2,148,10734.98,4,4,4,12,Champions
B1A20980-6,18,16,892.0600000000001,4,4,4,12,Champions
B1A21D42-6,458,2,95.55,1,3,2,6,At Risk
B1A2229D-E,72,3,138.34,4,4,3,11,Champions
B1A24372-6,428,1,46.55,1,2,1,4,Lost
B1A2B29F-7,201,1,46.55,3,2,1,6,At Risk
B1A2FCB0-3,423,3,215.25,1,4,3,8,Potential Loyalist
B1A37B48-4,117,1,36.75,3,2,1,6,At Risk
B1A3B1AC-8,200,3,159.63,3,4,3,10,Loyal
B1A3B4B5-3,708,1,46.55,1,2,1,4,Lost
B1A43383-9,352,1,157.23,2,2,3,7,Potential Loyalist
B1A4B3D4-3,596,1,41.65,1,2,1,4,Lost
B1A4E0B1-4,164,1,132.68,3,2,3,8,Potential Loyalist
B1A50A3D-C,240,1,46.55,2,2,1,5,At Risk
B1A50E09-2,75,1,49.0,4,2,1,7,Potential Loyalist
B1A56279-2,16,43,3028.14,4,4,4,12,Champions
B1A5E653-E,127,1,46.55,3,2,1,6,At Risk
B1A613B9-5,54,3,279.15000000000003,4,4,4,12,Champions
B1A63160-2,95,5,355.59999999999997,3,4,4,11,Champions
B1A63CCF-D,714,1,41.65,1,2,1,4,Lost
B1A649BB-D,281,2,139.05,2,3,3,8,Potential Loyalist
B1A69DB0-D,45,5,229.07999999999998,4,4,4,12,Champions
B1A6F523-E,7,5,346.88,4,4,4,12,Champions
B1A70671-B,510,1,49.0,1,2,1,4,Lost
B1A70D28-8,723,1,39.2,1,2,1,4,Lost
B1A7A64F-7,298,3,255.82,2,4,4,10,Loyal
B1A82CEF-1,425,1,130.77,1,2,3,6,At Risk
B1A85671-5,87,1,36.75,4,2,1,7,Potential Loyalist
B1A8BC19-0,144,1,208.68,3,2,3,8,Potential Loyalist
B1A8E997-9,93,2,119.71,3,3,2,8,Potential Loyalist
B1A9A576-3,550,1,44.1,1,2,1,4,Lost
B1A9D371-E,629,1,66.24,1,2,2,5,At Risk
B1AA4E08-4,167,1,203.44,3,2,3,8,Potential Loyalist
B1AA9FF4-3,608,1,41.65,1,2,1,4,Lost
B1AAD17A-5,328,1,44.1,2,2,1,5,At Risk
B1AB1198-4,61,1,98.95,4,2,2,8,Potential Loyalist
B1AB4BB6-4,466,1,46.55,1,2,1,4,Lost
B1AB93E8-1,81,3,151.82,4,4,3,11,Champions
B1AC4FA8-B,169,4,218.4,3,4,3,10,Loyal
B1AC51E6-1,493,1,36.75,1,2,1,4,Lost
B1ACCD0D-3,411,2,174.92,2,3,3,8,Potential Loyalist
B1ADAAB3-A,580,1,102.06,1,2,2,5,At Risk
B1ADC54A-C,90,2,130.62,4,3,3,10,Loyal
B1ADF0E9-3,100,1,93.81,3,2,2,7,Potential Loyalist
B1AE4485-E,58,2,98.0,4,3,2,9,Loyal
B1AE7B71-B,104,6,473.08,3,4,4,11,Champions
B1AEBD6C-4,23,3,144.55,4,4,3,11,Champions
B1AEFDD9-F,129,1,49.0,3,2,1,6,At Risk
B1AF3529-4,22,6,494.83000000000004,4,4,4,12,Champions
B1AF5D7C-6,68,3,463.83,4,4,4,12,Champions
B1AF78B9-3,227,2,152.19,2,3,3,8,Potential Loyalist
B1AF9A89-B,30,17,1330.27,4,4,4,12,Champions
B1B04603-7,547,1,49.0,1,2,1,4,Lost
B1B0BA5C-0,331,2,189.13,2,3,3,8,Potential Loyalist
B1B0BE19-0,179,2,133.7,3,3,3,9,Loyal
B1B0DD8A-A,224,9,586.1,2,4,4,10,Loyal
B1B1556F-2,4,4,193.55,4,4,3,11,Champions
B1B1981D-E,485,1,46.55,1,2,1,4,Lost
B1B1B32A-B,108,3,211.05,3,4,3,10,Loyal
B1B1D45A-E,19,38,2770.69,4,4,4,12,Champions
B1B2B9C6-7,88,2,214.58,4,3,3,10,Loyal
B1B36759-5,390,3,142.64,2,4,3,9,Loyal
B1B36B7A-6,155,2,88.19999999999999,3,3,2,8,Potential Loyalist
B1B36E68-9,154,2,90.65,3,3,2,8,Potential Loyalist
B1B3D4FA-A,241,9,773.64,2,4,4,10,Loyal
B1B3D6A4-8,104,3,201.16,3,4,3,10,Loyal
B1B421EB-A,69,2,95.55,4,3,2,9,Loyal
B1B45409-A,160,1,46.55,3,2,1,6,At Risk
B1B45D12-4,194,2,151.57,3,3,3,9,Loyal
B1B48A71-D,354,5,271.68,2,4,4,10,Loyal
B1B49C7F-2,318,3,219.26,2,4,3,9,Loyal
B1B50032-6,677,2,262.43,1,3,4,8,Potential Loyalist
B1B53218-3,32,6,401.84000000000003,4,4,4,12,Champions
B1B532F7-6,408,1,49.0,2,2,1,5,At Risk
B1B58A0F-A,424,1,49.0,1,2,1,4,Lost
B1B5CB9B-6,417,1,44.46,1,2,1,4,Lost
B1B648D1-C,564,1,196.94,1,2,3,6,At Risk
B1B698A8-C,664,1,36.75,1,2,1,4,Lost
B1B6C90E-9,294,1,76.51,2,2,2,6,At Risk
B1B70D69-0,376,3,288.72,2,4,4,10,Loyal
B1B762D6-8,190,2,114.08,3,3,2,8,Potential Loyalist
B1B778D9-A,99,3,144.55,3,4,3,10,Loyal
B1B78F9E-B,587,2,93.1,1,3,2,6,At Risk
B1B797B5-A,158,3,137.2,3,4,3,10,Loyal
B1B7B542-A,182,2,86.72,3,3,2,8,Potential Loyalist
B1B82E4F-B,95,5,540.63,3,4,4,11,Champions
B1B87187-F,545,1,46.55,1,2,1,4,Lost
B1B89523-1,300,2,277.12,2,3,4,9,Loyal
B1B91B92-4,530,1,49.0,1,2,1,4,Lost
B1B9381A-2,7,2,158.37,4,3,3,10,Loyal
B1B968FA-F,655,1,36.75,1,2,1,4,Lost
B1B96E4A-4,111,2,190.95999999999998,3,3,3,9,Loyal
B1B99BA8-1,19,2,155.64999999999998,4,3,3,10,Loyal
B1B9A506-7,161,1,46.55,3,2,1,6,At Risk
B1B9A6FE-6,582,1,49.0,1,2,1,4,Lost
B1B9E5E6-6,198,1,39.2,3,2,1,6,At Risk
B1B9FD9D-D,150,2,200.16,3,3,3,9,Loyal
B1BA9C0A-8,325,1,39.2,2,2,1,5,At Risk
B1BB1863-E,295,1,173.62,2,2,3,7,Potential Loyalist
B1BB45AA-0,299,1,81.77,2,2,2,6,At Risk
B1BB5F1F-A,155,3,226.29,3,4,4,11,Champions
B1BB74AA-0,47,2,207.73,4,3,3,10,Loyal
B1BB873F-D,274,2,93.1,2,3,2,7,Potential Loyalist
B1BBBAA8-8,116,3,137.2,3,4,3,10,Loyal
B1BBF63F-C,133,3,146.17000000000002,3,4,3,10,Loyal
B1BBFB09-E,28,4,312.65,4,4,4,12,Champions
B1BC1AA5-E,133,7,332.86,3,4,4,11,Champions
B1BC3E74-2,413,1,168.75,2,2,3,7,Potential Loyalist
B1BC453B-D,91,2,104.53999999999999,4,3,2,9,Loyal
B1BC648B-B,487,3,139.65,1,4,3,8,Potential Loyalist
B1BCE403-C,607,2,137.43,1,3,3,7,Potential Loyalist
B1BCFB82-B,2,3,151.32,4,4,3,11,Champions
B1BD083C-0,548,2,83.3,1,3,2,6,At Risk
B1BD1B03-1,525,2,137.5,1,3,3,7,Potential Loyalist
B1BD4886-A,35,2,237.17000000000002,4,3,4,11,Champions
B1BDBCE6-D,48,3,280.87,4,4,4,12,Champions
B1BE05F2-A,53,3,151.82999999999998,4,4,3,11,Champions
B1BE0CCC-5,201,9,585.78,3,4,4,11,Champions
B1BE0E91-3,581,1,44.1,1,2,1,4,Lost
B1BE231F-5,18,12,1151.3500000000001,4,4,4,12,Champions
B1BE303E-A,1,3,202.5,4,4,3,11,Champions
B1BE46B8-8,287,1,114.95,2,2,2,6,At Risk
B1BE591F-4,198,2,114.07,3,3,2,8,Potential Loyalist
B1BE61F3-7,674,1,60.98,1,2,2,5,At Risk
B1BE871C-1,159,1,49.0,3,2,1,6,At Risk
B1BEE2E0-D,259,3,186.69,2,4,3,9,Loyal
B1BEF190-6,145,2,215.66,3,3,3,9,Loyal
B1BF98C1-3,77,5,263.90999999999997,4,4,4,12,Champions
B1BFA82C-2,20,4,226.23000000000002,4,4,4,12,Champions
B1BFDB64-C,620,1,105.74,1,2,2,5,At Risk
B1BFE0C4-C,32,2,103.39,4,3,2,9,Loyal
B1BFEE53-0,22,2,210.73,4,3,3,10,Loyal
B1C009CE-7,664,1,157.43,1,2,3,6,At Risk
B1C049A3-C,12,5,237.19,4,4,4,12,Champions
B1C06FD4-9,4,8,596.84,4,4,4,12,Champions
B1C079DF-6,222,2,85.75,2,3,2,7,Potential Loyalist
B1C08B31-C,375,2,332.77,2,3,4,9,Loyal
B1C09D1A-8,245,4,453.1,2,4,4,10,Loyal
B1C0B00C-E,198,2,127.03999999999999,3,3,3,9,Loyal
B1C0DD85-A,110,3,231.47,3,4,4,11,Champions
B1C105E8-6,437,2,208.4,1,3,3,7,Potential Loyalist
B1C133CD-8,54,3,196.92000000000002,4,4,3,11,Champions
B1C14C7C-5,22,42,3034.81,4,4,4,12,Champions
B1C164A8-B,329,2,134.28,2,3,3,8,Potential Loyalist
B1C263FE-3,54,1,98.78,4,2,2,8,Potential Loyalist
B1C28984-F,584,1,39.2,1,2,1,4,Lost
B1C2AAAE-7,315,1,62.47,2,2,2,6,At Risk
B1C338D7-2,250,2,309.16999999999996,2,3,4,9,Loyal
B1C34AF0-6,727,1,197.61,1,2,3,6,At Risk
B1C36586-A,525,1,41.65,1,2,1,4,Lost
B1C3673A-B,28,4,406.68,4,4,4,12,Champions
B1C3A9C8-F,59,4,224.95,4,4,4,12,Champions
B1C3C146-B,11,3,138.77,4,4,3,11,Champions
B1C43A15-5,83,1,108.17,4,2,2,8,Potential Loyalist
B1C45DDA-B,281,2,90.65,2,3,2,7,Potential Loyalist
B1C465D6-3,21,3,196.3,4,4,3,11,Champions
B1C4EA8E-8,56,4,325.79999999999995,4,4,4,12,Champions
B1C51B76-4,416,1,39.46,1,2,1,4,Lost
B1C52874-2,500,1,66.13,1,2,2,5,At Risk
B1C538CF-E,687,1,68.17,1,2,2,5,At Risk
B1C5682F-A,17,3,410.05,4,4,4,12,Champions
B1C5695E-A,361,1,44.1,2,2,1,5,At Risk
B1C5F393-5,60,3,246.45999999999998,4,4,4,12,Champions
B1C656E9-D,117,2,262.76,3,3,4,10,Loyal
B1C685AB-4,69,10,862.94,4,4,4,12,Champions
B1C6ABC1-9,508,1,46.55,1,2,1,4,Lost
B1C6BD33-1,410,1,49.0,2,2,1,5,At Risk
B1C6DB6D-E,215,3,153.47,3,4,3,10,Loyal
B1C72050-0,292,4,269.15,2,4,4,10,Loyal
B1C745C3-B,298,1,69.27,2,2,2,6,At Risk
B1C7B27B-4,402,1,137.46,2,2,3,7,Potential Loyalist
B1C80000-C,58,11,737.45,4,4,4,12,Champions
B1C8027D-E,122,1,48.2,3,2,1,6,At Risk
B1C88033-0,149,2,252.39999999999998,3,3,4,10,Loyal
B1C8AD87-7,542,2,227.69,1,3,4,8,Potential Loyalist
B1C8D50A-1,239,1,39.2,2,2,1,5,At Risk
B1C953A3-5,271,1,75.64,2,2,2,6,At Risk
B1C9710B-3,233,1,41.65,2,2,1,5,At Risk
B1C97A74-5,518,1,41.65,1,2,1,4,Lost
B1C98834-0,130,1,41.65,3,2,1,6,At Risk
B1C9B634-8,238,2,311.09000000000003,2,3,4,9,Loyal
B1C9C056-A,476,1,78.81,1,2,2,5,At Risk
B1C9D4D9-C,241,1,73.59,2,2,2,6,At Risk
B1C9FCF6-4,624,1,49.0,1,2,1,4,Lost
B1CA0537-B,215,1,64.56,3,2,2,7,Potential Loyalist
B1CA0B95-4,351,1,49.0,2,2,1,5,At Risk
B1CA2234-B,709,1,126.81,1,2,3,6,At Risk
B1CA76F1-B,389,1,36.75,2,2,1,5,At Risk
B1CAB050-5,412,1,41.65,2,2,1,5,At Risk
B1CAD2A2-3,524,3,289.87,1,4,4,9,Loyal
B1CB0501-F,287,1,88.79,2,2,2,6,At Risk
B1CBAF7E-9,263,2,246.69,2,3,4,9,Loyal
B1CBDBF7-C,10,20,1760.8700000000001,4,4,4,12,Champions
B1CBF110-E,396,1,159.04,2,2,3,7,Potential Loyalist
B1CBF515-F,36,1,49.0,4,2,1,7,Potential Loyalist
B1CC038E-D,707,1,133.31,1,2,3,6,At Risk
B1CC04EF-E,169,2,95.55,3,3,2,8,Potential Loyalist
B1CC3E28-C,123,2,137.74,3,3,3,9,Loyal
B1CC56E6-F,163,4,214.51,3,4,3,10,Loyal
B1CCA185-1,17,11,825.05,4,4,4,12,Champions
B1CCD939-2,91,10,1064.67,4,4,4,12,Champions
B1CD0309-3,59,4,456.37,4,4,4,12,Champions
B1CD163E-D,39,2,134.64000000000001,4,3,3,10,Loyal
B1CD6526-D,163,4,249.97,3,4,4,11,Champions
B1CD69CE-5,509,1,68.0,1,2,2,5,At Risk
B1CD9456-6,97,3,153.47,3,4,3,10,Loyal
B1CDCDEC-8,47,9,756.2,4,4,4,12,Champions
B1CDFE34-8,353,1,39.2,2,2,1,5,At Risk
B1CEFE0C-D,718,1,49.0,1,2,1,4,Lost
B1CF2146-6,208,2,114.19,3,3,2,8,Potential Loyalist
B1CF32C7-7,317,3,145.78,2,4,3,9,Loyal
B1CF5D00-2,361,2,121.25,2,3,2,7,Potential Loyalist
B1CFCAC4-9,231,3,137.2,2,4,3,9,Loyal
B1CFFF75-2,140,5,237.65,3,4,4,11,Champions
B1D02B73-D,194,2,90.65,3,3,2,8,Potential Loyalist
B1D06D8A-6,237,6,619.96,2,4,4,10,Loyal
B1D0B936-7,559,1,57.24,1,2,2,5,At Risk
B1D0C7EF-5,5,3,209.76,4,4,3,11,Champions
B1D0EC69-E,149,2,210.76,3,3,3,9,Loyal
B1D0F08E-B,53,2,199.16,4,3,3,10,Loyal
B1D0F7B2-D,135,1,161.67,3,2,3,8,Potential Loyalist
B1D1208F-D,95,6,529.3,3,4,4,11,Champions
B1D16EBC-2,301,3,303.34999999999997,2,4,4,10,Loyal
B1D182C3-9,21,2,133.88,4,3,3,10,Loyal
B1D19156-7,60,2,162.61,4,3,3,10,Loyal
B1D192D1-0,30,4,304.95,4,4,4,12,Champions
B1D1F00B-A,643,1,49.0,1,2,1,4,Lost
B1D20004-F,7,1,49.0,4,2,1,7,Potential Loyalist
B1D21022-E,104,1,49.0,3,2,1,6,At Risk
B1D220CF-B,474,2,159.03,1,3,3,7,Potential Loyalist
B1D25A79-8,155,1,56.74,3,2,2,7,Potential Loyalist
B1D25EE3-6,109,4,297.34000000000003,3,4,4,11,Champions
B1D2FE33-A,463,2,188.73000000000002,1,3,3,7,Potential Loyalist
B1D33663-4,442,1,65.7,1,2,2,5,At Risk
B1D37329-4,447,6,514.6,1,4,4,9,Loyal
B1D374A5-F,50,3,132.3,4,4,3,11,Champions
B1D381A2-8,3,3,307.38,4,4,4,12,Champions
B1D3CCF4-2,391,1,46.9,2,2,1,5,At Risk
B1D3CF22-3,55,4,261.97,4,4,4,12,Champions
B1D419D1-2,69,14,1098.04,4,4,4,12,Champions
B1D42F57-0,352,2,178.43,2,3,3,8,Potential Loyalist
B1D46651-7,347,1,72.16,2,2,2,6,At Risk
B1D4E6DC-C,298,2,95.55,2,3,2,7,Potential Loyalist
B1D4EAE9-0,255,1,49.0,2,2,1,5,At Risk
B1D56F5D-8,91,3,164.56,4,4,3,11,Champions
B1D57311-F,83,2,137.63,4,3,3,10,Loyal
B1D5C170-6,132,5,434.96,3,4,4,11,Champions
B1D63ABC-C,191,5,372.93,3,4,4,11,Champions
B1D6F276-6,476,1,155.26,1,2,3,6,At Risk
B1D70DB5-8,273,2,139.82999999999998,2,3,3,8,Potential Loyalist
B1D763C0-D,728,1,41.65,1,2,1,4,Lost
B1D7A4E1-A,41,2,176.29000000000002,4,3,3,10,Loyal
B1D81887-4,343,2,106.6,2,3,2,7,Potential Loyalist
B1D86A0B-4,171,1,36.75,3,2,1,6,At Risk
B1D897CF-7,234,2,105.28,2,3,2,7,Potential Loyalist
B1D8AE35-5,94,2,262.03999999999996,3,3,4,10,Loyal
B1D8D694-F,291,2,255.69,2,3,4,9,Loyal
B1D8EA69-8,70,1,98.68,4,2,2,8,Potential Loyalist
B1D8F006-8,317,2,162.05,2,3,3,8,Potential Loyalist
B1D910E7-6,186,1,46.55,3,2,1,6,At Risk
B1D92E7A-8,144,4,186.2,3,4,3,10,Loyal
B1D931F6-6,580,1,39.2,1,2,1,4,Lost
B1D9333B-A,465,1,51.15,1,2,1,4,Lost
B1D9487E-5,215,2,214.95,3,3,3,9,Loyal
B1D94BD8-7,553,1,49.0,1,2,1,4,Lost
B1D9659E-7,639,1,49.0,1,2,1,4,Lost
B1D97384-C,405,2,178.7,2,3,3,8,Potential Loyalist
B1D9DEB7-8,92,4,418.7,4,4,4,12,Champions
